,Date,BTCinUSD,ActAddresses,Hashrate,BTCFees,Inflation,Velocity,VIX,SP500Lret,EURUSDLret,GoogleBitcoin,GoogleCrypto,WikiBitcoin,RealizedVariance,RealizedVolatility,DailyVolatility,WeeklyVolatility,MonthlyVolatility,SentimentFinBERT,IsNegativeFinBERT,IsPositiveFinBERT,SentimentGenAI,IsNegativeGenAI,IsPositiveGenAI,ECB,FED,MonetaryDecision,PressRelease,Speech,Statement,Covid
658,2019-10-21,-0.00025015945594812953,203791.0,8406264.659999996,0.03843295699999999,0.3288650000000004,-91.84121750000003,14.0,0.0034115139422675,-3.344637245814898e-05,0.23999999999999977,0.25,733.0,0.0002331271791288,0.0152685028450341,0.0192075175353208,0.0181801819419775,0.0271612328090362,0.33,0,1,0.5,0,1,0,1,0,0,1,1,0
659,2019-10-22,-0.022468867102910108,-17339.0,6466357.5,0.032681611,0.25294499999999953,83.87937019,0.46000003814697266,-0.0049078431799745,1.1211971199142133e-05,-0.31999999999999984,0.2999999999999998,106.0,0.0002482736010191,0.0157567001944925,0.0152685028450341,0.0173844843415331,0.0270795647527947,0.11,0,1,0.1499999999999999,0,1,1,0,0,1,0,1,0
660,2019-10-23,-0.07379347617448877,3667.0,32792.60000000894,0.15128633599999997,-0.025915000000000354,-37.17739814999999,-0.4499998092651367,0.0035041986850168,-1.118433551585636e-05,1.6,2.05,891.0,0.0030044825078004,0.054813159987365,0.0157567001944925,0.0232523613561416,0.0280985794368175,0.05,0,1,0.3999999999999999,0,1,1,0,0,1,0,1,0
661,2019-10-24,-0.0004914993367606162,-16275.0,-18793480.540000007,0.052550078,-0.8869499999999997,28.079014899999997,-0.3000001907348633,-0.0014904361325608,1.1145652917664591e-05,-0.7199999999999998,-1.0,-205.0,0.0002637722080484,0.016241065483782,0.054813159987365,0.0234790705025872,0.025571469077853,0.06,0,1,0.2499999999999999,0,1,1,1,1,1,0,1,0
662,2019-10-25,0.14952781959331396,66692.0,3403035.8200000077,0.23357159800000005,0.12629,4.308792529999998,-1.060000419616701,0.0063824959298865,-2.2171933155161373e-05,0.8799999999999999,-0.75,-905.0,0.0058759254788856,0.0766545855046237,0.016241065483782,0.0313010589963602,0.0266118434846674,-0.02,1,1,-0.0666666666666666,1,1,1,0,0,1,0,1,0
663,2019-10-26,0.06625695293619441,-25486.0,1361214.3299999982,0.49203839799999993,0.050370000000000026,8.283150529999993,-12.649999618530272,0.0,4.444501701235999e-05,2.6399999999999997,0.9500000000000002,481.0,0.0145624812504596,0.1206751061754644,0.0766545855046237,0.0455166625322975,0.0288171745138524,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
664,2019-10-27,0.032809463237170405,-162480.0,-17015179.11,-0.20236667399999986,-0.6332749999999998,33.442341460000016,0.0,0.0,0.0,-3.9399999999999995,-1.96,-303.0,0.0027584381567817,0.0525208354539579,0.1206751061754644,0.0502757079492457,0.029429976614929,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
665,2019-10-28,-0.02532038341194312,154720.0,12931536.11999999,-0.0688249190000001,0.48070499999999994,-97.00852604000002,13.109999656677246,0.0024045985558462,-4.430889365178274e-05,0.13999999999999968,0.1599999999999997,1081.0,0.0022208255621906,0.0471256359340719,0.0525208354539579,0.0548267269619653,0.0299189740200685,0.16,0,1,0.1666666666666666,0,1,1,1,0,1,1,1,0
666,2019-10-29,0.011949654740285493,-24698.0,-680607.1599999964,-0.11800669899999994,-0.02554999999999996,72.39876235,0.09000015258789062,0.0004940483915701,-0.00025541072416681725,0.0,0.2400000000000002,414.0,0.0015526930140542,0.039404225840058,0.0471256359340719,0.0582049449113318,0.0303398543301843,0.16,0,1,0.1,0,1,0,1,0,1,0,1,0
667,2019-10-30,-0.026685931822362362,-17411.0,680607.1599999964,-0.076061182,0.025185000000000013,-3.551555169999993,-0.8699998855590803,0.0023100372501727,0.000533128495452,-0.3499999999999992,-0.3999999999999999,36.0,0.0008944343885987,0.0299070959572927,0.039404225840058,0.0546469357641787,0.0300730092831254,0.08,0,1,0.15,0,1,1,1,0,1,1,1,0
