,Date,BTCLogRets,ActAddresses,Hashrate,BTCFees,Inflation,Velocity,VIX,SP500Lret,EURUSDLret,GoogleBitcoin,GoogleCrypto,WikiBitcoin,RealizedVariance,RealizedVolatility,DailyVolatility,WeeklyVolatility,MonthlyVolatility,SentimentFinBERT,IsNegativeFinBERT,IsPositiveFinBERT,SentimentGenAI,IsNegativeGenAI,IsPositiveGenAI,ECB,FED,MonetaryDecision,PressRelease,Speech,Statement,Covid,NegGenAICovidECB,NegFinBERTCovidECB,SentimentGenAIPositive,SentimentGenAINegative,SentimentFinBERTPositive,SentimentFinBERTNegative
23,2018-01-26,-0.22707058718913473,-0.48436321626634055,0.05150569162313324,-0.10312028604844123,-0.20888415244555197,-0.32936707304007734,-0.04246184606987386,1.086079190103342,1.962934955069258,0.0005937211911292795,0.1581049480165967,-2.505123294049008,0.7455100185538874,1.424213893049327,0.5754264096150241,1.982347126692345,2.496065485949423,-0.11865674744121688,1,1,0.08929610066399915,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1
24,2018-01-27,0.5988637941541946,0.556639174898477,0.016949032113818457,-0.2598385510511869,0.14592964581443235,0.946687769756623,-0.9098584298603625,-0.00725132849241794,-0.001410401617939652,-0.7588106070391656,-0.14792491821208034,-1.7514385921724767,0.16132429458362849,0.5894757995873097,1.423074849345647,1.8973137955180215,2.438390524420744,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2018-01-28,0.6034333587280843,-0.9813566404400073,0.005147566696208068,-0.955308995648263,0.07494070026423727,-0.8703277190877243,-0.0014695686575197182,-0.00725132849241794,-0.001410401617939652,-0.8695570715727514,-0.6702862416024059,0.13513396033209002,-0.17105157773851556,-0.08354952640395313,0.5879063626857882,1.563694009802489,2.3456576165614957,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2018-01-29,-1.0492385706581837,0.09926767863842503,-0.12466854651338637,-0.8720535646151396,-0.705331646072147,-0.13554747132940959,1.1331966826262931,-0.5971430606152738,-0.06269963453406553,0.3328331147918837,-0.26928158930276147,0.5211244027966565,-0.1312768190959735,0.012293461810357294,-0.08546597696706561,1.1409789733973656,2.264706829541153,0.3375218434281964,0,1,0.9012794002579302,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0
27,2018-01-30,-2.7165992469068545,0.7233466036807013,0.21757393509302367,-0.13451444550476382,1.3516907349936824,0.30268197432250604,0.07641574278864029,-0.4563297057668512,-0.18524901182347128,0.5543260438590529,0.41664742120978776,-0.3712571706076623,0.7023864124023724,1.3707491469656035,0.010426428148799132,0.9814215436695395,2.2629582269816955,-0.23270139515857016,1,1,0.41408942050157127,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1
28,2018-01-31,0.19958676733238834,-1.648475491347268,-0.5967271431534246,0.8211181364815048,-3.5419799186008025,-0.013680459146952132,-0.10395026218840507,-0.38176811337769584,0.7352657927848211,0.1113401857247139,-0.26928158930276147,1.2060508683626034,0.5984653801998692,1.237704583326056,1.369582536695573,0.9394086041806583,2.2759152473955644,0.3375218434281964,1,1,0.8038414043066585,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0
29,2018-02-01,-2.585698165404957,1.5342382203792724,0.50080909325945,-0.23506439798473394,3.053728192310914,-0.1764852737111036,-0.0072084624755487285,0.23433679045932357,-0.0003437827742726064,2.437015940929993,6.315636911617717,1.0142360460369397,1.0962876672864545,1.8278566534825733,1.2364693749224926,1.1696095352249378,2.301497443800935,0.7937004342976096,0,1,1.0636760601767166,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0
30,2018-02-02,-0.7093909225906144,0.20386254646146457,0.08775782188342889,1.5830401776755259,0.571147266561712,0.05459276680933735,0.3133510561926461,-2.076119258288697,-1.5474205859062053,1.8832836182620707,2.2000628485424176,1.6551926523313119,3.1715815891431602,3.6060108831406636,1.8269257290678167,1.5711364501656304,2.478486106252396,-0.46079069059327676,1,1,-0.3437616591194314,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1
31,2018-02-03,0.9160033838002892,-1.4321296451866894,-0.12466854742540309,-2.089316825652469,-0.7050911584726346,0.7747198404380745,-1.420622168888744,-0.00725132849241794,1.0519848125455558,-2.2143355694805664,-3.8361124439680214,-2.563257940200017,1.0691561214920036,1.7983705542324107,3.605996779811649,1.7936153441805678,2.5531952632453376,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2018-02-04,-2.4786533929914696,-0.0316075661823078,0.22937540051063404,-0.9407569220587563,1.421622005197914,-0.6483386035043305,-0.0014695686575197182,-0.00725132849241794,-0.001410401617939652,0.3011912677822887,-0.9393814688034839,-0.3889631542069543,1.7019068001267874,2.4296308203972146,1.7974244267058666,2.25612838087625,2.6583615664016933,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2018-02-05,-4.527290639229627,2.1086993805987917,0.07595635737783557,0.10765738153711409,0.4997305295382036,-0.5952660224416837,3.0581939923808927,-4.217562520616994,-0.06308109556807762,5.949260958995109,4.059985742432216,4.054648529762038,3.881979890827448,4.087375839983373,2.429010172355497,3.006085990529245,2.867955221191187,1.3639236728843762,0,1,0.7388827403391439,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0
34,2018-02-06,2.936559661573021,0.8683275439744593,-0.17382524905053925,-0.20208685216996944,-1.059424737973216,0.5369204569696168,-0.6032362135807288,3.7208745353024,-0.12354606170479089,2.974927340093119,1.8228018927605154,0.3951168195150282,7.2883439729438,5.979703423533971,4.087609929716023,3.854294691970221,3.187486613832693,-0.46079069059327676,0,1,0.08929610066399915,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
35,2018-02-07,-0.3792731267055708,-2.0191991905984223,-0.1851297703115582,-0.45501805859956407,-2.0510158981447857,0.41519171855337605,-0.18593481701311332,-0.43318194286441264,0.12135206670987081,-6.096790197557951,-5.448045618672513,-4.455732487237682,2.601214218083653,3.1842720119225185,5.980913202439583,4.212531144709878,3.2479928518040047,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2018-02-08,1.7974748814644144,-0.5205155148395917,-0.13698182560597988,-0.15674323928833417,-0.7042418599949972,-0.3182146220511799,0.4683018929585078,-4.8730723399395455,-0.061654475323693295,-1.4865730882598656,-0.9736779193291103,-0.6707833931623527,1.3194791389469185,2.061303743241824,3.1840404589013676,4.255493569801954,3.315929129528055,-0.46079069059327676,1,1,-0.5602905390111466,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1
37,2018-02-09,1.2488702682638013,0.2932364808092192,0.0454772729444459,0.19426299134042074,0.2877708071808954,-0.13864139437134332,-0.36220157861161045,0.8310779262670157,0.11987755779699277,-1.0404230454245682,-0.274557966306705,-0.11629100677785695,0.7523851920089549,1.4326493060371477,2.0604931847721173,3.855519065726538,3.3240023622576165,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2018-02-10,-0.3864473196540842,-0.4609638707744847,0.09760844461029378,-0.2641720997981105,0.5710258514583868,-0.13659752616956758,-2.383940688079066,-0.00725132849241794,-0.001410401617939652,-1.1891397263696661,-0.2745579663067041,-1.8744951781875565,0.7152561838803316,1.3868068615794058,1.4315146116550086,3.779776959305521,3.229825927088081,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
