Time;BTC / Price, USD;BTC / Addresses, active, count;BTC / Hash rate, mean;BTC / Fees, transaction, mean, USD;BTC / Issuance, continuous, percent, annualized;BTC / NVT, adjusted
2018-11-25;3946,850874;577253;42003661,62;0,536764288;3,331277084;62,17068812
2018-11-26;3700,285993;628614;36711861,73;0,552578475;2,911356395;50,77435922
2018-11-27;3776,555905;627815;43326611,59;0,52049778;3,435601705;49,21940728
2018-11-28;4208,475269;630438;39027024,18;0,654080818;3,094401771;41,11256875
2018-11-29;4239,039488;612685;34727436,77;0,76829909;2,753285399;45,49269321
2018-11-30;3973,334052;597612;33404486,8;0,648872002;2,648206185;37,9418131
2018-12-01;4148,073726;579421;41011449,14;0,515167513;3,250973457;83,61809615
2018-12-02;4098,746764;502649;37704074,21;0,431784512;2,988553461;104,9635245
2018-12-03;3843,976666;586010;34851039,81;0,506944934;2,988308783;44,10948
2018-12-04;3892,951647;671416;38734427,59;0,443370678;3,617067943;30,25385068
2018-12-05;3709,520858;609238;36488953,53;0,387084841;3,407064785;33,0959281
2018-12-06;3511,968982;655016;37892374,82;0,361159153;3,537762808;37,90791753
2018-12-07;3372,995693;658859;31998005,4;0,406046389;2,987199653;41,11631204
2018-12-08;3407,951195;531426;35646900,75;0,288583138;3,327541843;81,65137876
2018-12-09;3540,439576;518114;35927585,01;0,250782478;3,353434835;103,0645998
2018-12-10;3413,592584;600210;34804847,98;0,302491861;3,24835088;62,08920881
2018-12-11;3352,5642;635401;35085532,24;0,30848929;3,274253513;56,89549832
2018-12-12;3423,012918;616176;33682110,95;0,293319318;3,143012705;60,61883879
2018-12-13;3260,341582;638713;36769637,78;0,270333487;3,430799696;57,53822837
2018-12-14;3198,947474;701381;40979901,65;0,289371256;3,823238844;56,8062795
2018-12-15;3185,074044;594065;41821954,43;0,221130336;3,901381494;89,32547161
2018-12-16;3195,414555;539434;32278689,66;0,212227808;3,01088498;93,12282157
2018-12-17;3499,156482;682984;44909481,26;0,245234389;4,188576645;53,65608268
2018-12-18;3659,527379;656410;35632316,44;0,369623838;3,350553721;42,24229369
2018-12-19;3697,725303;701481;37822407,4;0,398439641;3,899837218;44,27416673
2018-12-20;4067,737708;641537;34268624,16;0,393113852;3,533067539;44,17465871
2018-12-21;3839,085108;656212;35537832,46;0,423324309;3,66355414;47,47396619
2018-12-22;3964,946116;551516;44422290,57;0,293591792;4,578868191;95,84799273
2018-12-23;3942,666996;520086;44676132,24;0,24421637;4,60445223;90,30716621
2018-12-24;4040,04579;583425;38583932,39;0,341684865;3,976139191;56,6147045
2018-12-25;3761,584011;481186;40360824,01;0,258875125;4,158776963;86,69351364
2018-12-26;3807,657454;536230;39853140,69;0,216382551;4,106003353;76,59282053
2018-12-27;3585,460536;624625;44168448,91;0,205829616;4,550035171;54,93819667
2018-12-28;3881,054885;644439;42391557,29;0,224591915;4,36646536;53,44395136
2018-12-29;3823,138326;572182;35030149,14;0,221458632;3,607860229;77,65454602
2018-12-30;3825,407463;514111;44676132,24;0,195486564;4,600748999;120,0893966
2018-12-31;3687,19994;557851;40567549,57;0,22708492;4,051346261;68,11159662
2019-01-01;3808,117832;433715;41615985,27;0,181892728;3,894104457;120,1994179
2019-01-02;3898,197488;578607;42174589,1;0,261629835;3,94594768;69,70902488
2019-01-03;3784,388635;598436;43291796,76;0,251402066;4,050026656;61,32692315
2019-01-04;3827,524594;580495;41615985,27;0,261344773;3,892836204;57,00209431
2019-01-05;3798,613955;519070;45526212,08;0,176823537;4,258109237;85,6136471
2019-01-06;4045,993775;498140;39381569,96;0,261876835;3,683023435;85,11061427
2019-01-07;4001,018278;613474;39381569,96;0,337324979;3,682651838;58,0131443
2019-01-08;3992,622789;607366;47202023,57;0,259703154;4,413424868;68,61701175
2019-01-09;4004,259036;619701;45805513,99;0,306827975;4,282347685;54,31023516
2019-01-10;3627,90345;634499;43571098,68;0,284842335;4,072998123;38,54873468
2019-01-11;3624,161421;623617;41336683,36;0,286202744;3,863717386;53,03548837
2019-01-12;3617,022078;521168;38543664,21;0,21713647;3,602299843;85,101092
2019-01-13;3508,670108;477843;38264362,3;0,179082667;3,575845867;104,3529976
2019-01-14;3666,945194;604549;43489353,9;0,224666359;3,888644311;63,72400736
2019-01-15;3581,293015;621686;38609293,98;0,255923303;3,444648368;40,79833054
2019-01-16;3606,986576;639811;38901788,64;0,296156324;3,470414191;56,95511207
2019-01-17;3640,129131;619396;37146820,73;0,289670161;3,313553313;63,45041946
2019-01-18;3609,426736;606378;40364261,89;0,242000405;3,600198851;62,76727814
2019-01-19;3687,301961;519467;38901788,64;0,230731441;3,469427053;98,03869091
2019-01-20;3538,313723;518578;45921660,27;0,172732527;4,095029594;102,9867786
2019-01-21;3535,623393;604061;43874197,71;0,224649125;3,912029325;64,31340666
2019-01-22;3577,30835;594573;38024304,68;0,253094737;3,390110513;61,05743948
2019-01-23;3551,893821;685141;42704219,1;0,27519529;3,806957776;61,99197216
2019-01-24;3567,588934;619376;47384133,53;0,266812493;4,223669821;59,418048
2019-01-25;3561,350498;629078;40364261,89;0,294309679;3,597586332;61,5721512
2019-01-26;3557,039915;585285;43874197,71;0,242181247;3,910001028;95,85132125
2019-01-27;3537,614131;487233;40071767,24;0,204099435;3,57078491;107,5232187
2019-01-28;3435,052514;650793;42053315,62;0,272871769;3,77890662;50,22490748
2019-01-29;3395,823763;607365;42201068,25;0,237094781;3,804571435;60,13078739
2019-01-30;3437,895866;622377;39310584,12;0,228792883;3,543640279;42,14317278
2019-01-31;3410,131616;632855;44802503,96;0,293978177;4,038260839;57,32461755
2019-02-01;3445,049891;654356;45669649,2;0,321387423;4,115956534;48,86905937
2019-02-02;3461,935117;560738;41622971,42;0,201102383;3,750866033;83,12389118
2019-02-03;3413,021616;518121;39888680,94;0,167892392;3,594225983;89,15368399
2019-02-04;3411,387962;610696;42490116,66;0,174028674;3,828230467;73,1986262
2019-02-05;3426,465011;645414;42490116,66;0,16569777;3,827828993;70,70520578
2019-02-06;3367,506365;686774;47403939,67;0,210523432;4,270003503;61,52547792
2019-02-07;3358,873599;645404;50294423,8;0,161328763;4,529807332;65,26207249
2019-02-08;3612,479619;691966;47114891,26;0,224491572;4,242946923;56,85310531
2019-02-09;3621,268121;561955;43357261,9;0,20347832;3,904134742;84,24643035
2019-02-10;3642,022359;501124;41080343,91;0,174348348;3,643495356;99,6829829
2019-02-11;3590,618484;709903;43691361,64;0,267486981;3,773230088;63,04301
2019-02-12;3587,902466;809914;38568926,14;0,447962528;3,330547455;56,38867856
2019-02-13;3576,085373;758224;46101919,52;0,354732333;3,98061084;50,29259403
2019-02-14;3561,916383;617275;42486082,7;0,262092558;3,668037415;75,57422335
2019-02-15;3565,006924;621340;38267606,4;0,320541654;3,303536095;59,80883269
2019-02-16;3584,736003;587666;45197960,32;0,239230065;3,90139723;85,98188338
2019-02-17;3622,757429;526787;47909837,94;0,211020913;4,135012564;98,38819764
2019-02-18;3866,129217;693311;46704559;0,339882765;4,030541965;57,94524084
2019-02-19;3895,435211;713530;47005878,73;0,409462189;4,056094675;51,69356469
2019-02-20;3931,613829;690103;39171565,61;0,469548879;3,379765913;50,67350391
2019-02-21;3892,261794;643083;35857048,52;0,462726024;3,093523509;56,93052009
2019-02-22;3948,300511;728261;48813797,14;0,432643136;4,210865484;61,2405452
2019-02-23;4110,151121;581866;43088722,17;0,322311042;3,716620061;72,06533309
2019-02-24;3754,18379;558515;41300825,14;0,340236268;3,56033064;74,12280024
2019-02-25;3822,018697;679440;43162133,91;0,44983651;3,715879196;49,5371434
2019-02-26;3796,175068;702086;48595129,79;0,370240901;4,183132773;56,05450948
2019-02-27;3799,381992;668278;42558467,71;0,355229271;3,663121284;53,81503903
2019-02-28;3792,947723;688385;45274965,64;0,314463307;3,896521523;42,22215627
2019-03-01;3810,632693;727984;48896962,9;0,325974801;4,207758114;59,79484347
2019-03-02;3809,643391;616539;39841969,77;0,282448026;3,428221626;76,93501073
2019-03-03;3782,38187;553981;44067633,23;0,229089551;3,791427015;97,87455283
2019-03-04;3698,161855;687289;41351135,29;0,352345047;3,55736217;61,9302752
2019-03-05;3840,128049;701551;44973132,54;0,395114827;3,868545876;56,97626298
2019-03-06;3851,998425;734311;38634637,35;0,537050995;3,323012019;56,37615187
2019-03-07;3855,923168;689254;42860300,81;0,512970927;3,686094166;58,64822653
2019-03-08;3839,233553;698786;44067633,23;0,468454186;3,789534324;56,3860465
2019-03-09;3910,361167;604793;41652968,39;0,398604775;3,581537137;81,38597352
2019-03-10;3903,911951;525757;41044308,62;0,349651638;3,529289511;96,92685352
2019-03-11;3851,568922;749756;42839445,35;0,403386058;3,684621466;61,33281535
2019-03-12;3858,914824;696573;43141131,59;0,430375043;3,710192328;53,24040793
2019-03-13;3851,957466;720085;40727641,71;0,488899019;3,502293032;58,7231185
2019-03-14;3853,783265;735928;46761366,41;0,476053742;4,020708304;52,67768681
2019-03-15;3901,914207;715166;46157993,94;0,406578156;3,968396693;60,18923197
2019-03-16;3989,796077;602121;49174856,29;0,340336802;4,227279383;86,40758765
2019-03-17;3967,143494;548345;44046190,29;0,293677723;3,786004736;110,0516878
2019-03-18;3969,440146;720573;48571483,82;0,304658311;4,174500334;66,72584269
2019-03-19;3996,167904;739893;52493404,87;0,294692112;4,511014206;61,36209944
2019-03-20;4030,655276;745772;48571483,82;0,367323007;4,173507145;54,00693816
2019-03-21;3976,27385;705159;43141131,59;0,463023514;3,70652743;54,82369097
2019-03-22;3983,887646;726789;48571483,82;0,357294104;4,172606272;64,66846702
2019-03-23;3981,776033;566705;43744504,06;0,284775191;3,757550459;99,10036022
2019-03-24;3970,666988;569884;47567250,84;0,281317934;3,886707244;87,9549118
2019-03-25;3908,238839;715056;46933020,83;0,348217284;3,83448161;56,74330722
2019-03-26;3917,763402;688572;42493410,75;0,4018916;3,471430185;54,97666864
2019-03-27;4027,007918;778566;47250135,84;0,502932854;3,859614947;54,90044592
2019-03-28;4010,937462;765998;46298790,82;0,495305192;3,781512762;61,64310834
2019-03-29;4089,46104;759323;46615905,83;0,694159059;3,807016414;55,46776064
2019-03-30;4091,891038;683748;44078985,78;0,593741409;3,599476847;82,69051016
2019-03-31;4094,317815;623888;44078985,78;0,476547181;3,599121916;89,68314878
2019-04-01;4138,417808;697929;43127640,77;0,709542523;3,521103317;52,30381328
2019-04-02;4903,719462;879271;49787055,88;1,416535347;4,06435047;36,30792742
2019-04-03;4960,227603;856707;45030330,8;1,977149455;3,675666542;42,33815824
2019-04-04;4911,269702;802957;44396100,79;2,12888726;3,623536829;46,77491421
2019-04-05;5033,225484;873077;50104170,89;1,453544595;4,088962013;52,25936997
2019-04-06;5044,356846;677458;44084457,2;1,138049848;3,596896899;88,18180729
2019-04-07;5189,111956;623548;44809649,52;1,274855706;3,648286118;76,77587841
2019-04-08;5283,423025;778923;47034242,04;1,866773403;3,829004984;46,12339479
2019-04-09;5195,577909;776284;41949459,12;1,725380775;3,414739005;51,88912438
2019-04-10;5311,741603;773468;47034242,04;1,481442315;3,828245202;54,89409645
2019-04-11;5050,666009;813510;49894432,44;1,451254479;4,060592109;44,77902042
2019-04-12;5082,861432;763723;47987638,84;1,351084591;3,904992421;56,41189331
2019-04-13;5074,790693;602847;42902855,92;0,914278834;3,490884487;77,2749347
2019-04-14;5156,804041;596510;38771469,79;0,896801386;3,154452598;77,56235421
2019-04-15;5042,897738;767910;46080845,25;1,035418112;3,748759423;56,97116154
2019-04-16;5205,962957;777026;46080845,25;1,117354291;3,748374443;60,42745244
2019-04-17;5226,352215;734917;43856252,72;1,126194894;3,567069799;53,23654987
2019-04-18;5278,50234;739768;47352040,98;0,995871727;3,850995101;57,87735063
2019-04-19;5289,951219;798377;48305437,78;1,154384543;3,928109129;64,37247182
2019-04-20;5313,973262;689643;41631660,19;0,985716487;3,38509587;85,19644211
2019-04-21;5295,733828;673424;51189192,67;0,669530008;4,185669041;101,7001416
2019-04-22;5383,799975;646342;42318655,54;1,120464112;3,461891692;66,53142173
2019-04-23;5544,862712;714325;36634060,02;1,749588692;2,996615426;52,37747181
2019-04-24;5431,94792;875920;51477170,55;1,738290999;4,210275619;36,03674693
2019-04-25;5127,673167;751975;45160953,3;1,263998763;3,693303634;57,432483
2019-04-26;5150,164661;761966;47687440,2;1,214425346;3,899505368;48,44792715
2019-04-27;5181,807764;619281;43266088,13;0,780442749;3,537618921;82,76750883
2019-04-28;5148,669615;574359;51477170,55;0,641949474;4,208506551;94,32084092
2019-04-29;5148,800493;807672;51477170,55;0,99039777;4,20802136;62,88531245
2019-04-30;5266,618203;839425;44213520,72;1,324142778;3,613893625;51,39946788
2019-05-01;5315,175329;760187;54003657,44;0,778316839;4,413579173;59,51757728
2019-05-02;5393,129376;787748;58109198,65;0,771275928;4,748496592;62,43765691
2019-05-03;5658,430388;803354;48003251,06;1,21358739;3,922249572;57,20635221
2019-05-04;5774,712429;658798;43092854,41;0,970883378;3,40584627;88,21990146
2019-05-05;5728,351702;613917;42978500,7;1,108536283;3,32813718;91,62275634
2019-05-06;5691,688374;776590;50308167,48;1,175184148;3,895310711;60,6295562
2019-05-07;5825,744893;754405;42312167,35;1,611289498;3,275894439;59,70829001
2019-05-08;5931,800595;839633;50641334,15;1,710290719;3,920334435;53,58841662
2019-05-09;6150,140445;831454;49975000,81;1,823752569;3,868341069;45,85667459
2019-05-10;6357,463494;775704;41645834,01;2,4468903;3,223332878;52,40478426
2019-05-11;7325,08286;773667;43311667,37;2,649463967;3,35195834;56,81753345
2019-05-12;6942,623175;819732;52640334,18;2,115340827;4,073463941;76,15438597
2019-05-13;7798,905736;882729;55638834,23;2,239523847;4,304988886;53,37247674
2019-05-14;7955,557682;896277;50641334,15;2,90467719;3,917892648;48,50735163
2019-05-15;8215,206838;879106;49641834,14;4,373364419;3,840161753;46,23296809
2019-05-16;7862,071602;882945;48642334,12;4,743960195;3,762455183;48,19246703
2019-05-17;7326,920682;903650;50308167,48;4,596439725;3,890891576;47,32034195
2019-05-18;7277,987563;845558;50987355,58;2,684764148;3,942000781;88,94499801
2019-05-19;8219,742787;750954;54326123,03;2,998431413;4,19916474;83,23984808
2019-05-20;7981,139379;836865;53659544,83;3,913086996;4,147169987;63,18528548
2019-05-21;7983,808477;888770;50993232,04;4,299101512;3,940673933;60,53551154
2019-05-22;7667,902115;862194;55659279,42;3,384221181;4,300751663;65,55130195
2019-05-23;7897,471294;825753;52659677,53;3,289458534;4,068521074;61,21617163
2019-05-24;7987,100368;862849;50993232,04;4,106448113;3,939345198;52,96286992
2019-05-25;8061,591761;701431;46660473,76;3,044962797;3,604273646;95,92477522
2019-05-26;8731,524956;670124;54992701,22;2,246146552;4,247399625;91,72871531
2019-05-27;8816,786708;884928;55659279,42;4,190602358;4,298377004;68,85886648
2019-05-28;8719,125848;944118;54659412,12;4,324917335;4,220672538;64,97516576
2019-05-29;8655,488506;887870;57992303,11;3,998405142;4,477481296;40,71479874
2019-05-30;8271,621963;862822;53851726,71;4,168720118;4,116759807;60,78217892
2019-05-31;8556,222186;766989;43386260,58;5,962039197;3,010132345;48,93635229
2019-06-01;8554,80733;850116;55994233,74;4,010308355;3,88433;84,07322709
2019-06-02;8744,353745;690143;48577778,94;3,401148998;3,36968;106,2112086
2019-06-03;8173,401271;727530;44127906,06;5,595541199;3,06089;58,94316384
2019-06-04;7649,939332;911280;57106701,96;4,459183312;3,960615;33,88967728
2019-06-05;7798,544466;874396;59331638,4;3,277347875;4,11428;42,92051981
2019-06-06;7776,713326;812486;58219170,18;2,576734365;4,0369;64,53068064
2019-06-07;8023,950093;864227;58589992,92;2,448581553;4,062085;72,40585167
2019-06-08;7939,805155;617675;45982019,76;1,936667914;3,187545;112,8964897
2019-06-09;7634,065751;580387;54510942,78;1,590983941;3,77848;121,4299326
2019-06-10;7993,302539;809202;58219170,18;2,363966813;4,035075;73,06835137
2019-06-11;7922,483627;835542;53027651,82;2,554370098;3,67482;63,93602006
2019-06-12;8146,756125;795814;48577778,94;2,708054482;3,36603;58,79542903
2019-06-13;8232,777341;892695;55994233,74;2,440400099;3,879585;66,2370732
2019-06-14;8698,004815;1041358;62251625,64;2,848553162;4,341675;56,62139146
2019-06-15;8850,584816;860753;53775192,23;2,08151165;3,750375;98,39129118
2019-06-16;9019,517007;689588;47882020,48;2,281527874;3,33902;78,82188171
2019-06-17;9340,572189;805931;48986990,18;3,432661203;3,41567;62,21812936
2019-06-18;9047,132744;950212;60036687,22;2,638089971;4,18582;67,69776221
2019-06-19;9285,055677;892254;65193212,5;2,459838424;4,54498;61,09267323
2019-06-20;9546,719778;839162;53038545,76;3,245141234;3,697085;67,73608918
2019-06-21;10083,48631;842659;48986990,18;3,797198174;3,41421;57,81619484
2019-06-22;10685,29523;848072;51933576,06;3,653946712;3,61934;66,9562566
2019-06-23;10794,4277;875010;66666505,44;2,28987222;4,64572;100,5235746
2019-06-24;11004,20691;978017;65193212,5;2,901799376;4,542425;68,96023148
2019-06-25;11726,26383;911584;53775192,23;3,941479927;3,74636;66,56105053
2019-06-26;12863,46068;1035885;60773333,69;6,018017313;4,233635;40,19682707
2019-06-27;11109,79784;891448;55670540,68;6,147150354;3,643065;52,64402208
2019-06-28;12358,20796;1008973;64293187,57;5,481045296;4,181075;48,44098085
2019-06-29;11944,35155;846946;68631991,64;3,630828828;4,462855;86,74655869
2019-06-30;10842,61671;675915;59954383,5;3,449722415;3,8982;74,22428059
2019-07-01;10569,55173;836709;56404452,9;4,038455201;3,667155;55,92759781
2019-07-02;10766,08332;894242;62321003,91;3,349706345;4,051135;54,01546895
2019-07-03;11952,02489;883931;67843118,18;2,829452956;4,409565;63,15104272
2019-07-04;11177,01038;814107;65870934,51;2,531923294;4,281085;59,49417469
2019-07-05;10998,3991;837154;74548542,65;2,241472483;4,84428;73,8607588
2019-07-06;11208,2256;654703;70209738,58;1,580094944;4,56177;114,0946532
2019-07-07;11456,1836;614084;60348820,24;1,668280337;3,920465;123,1800633
2019-07-08;12319,62288;834590;70209738,58;2,19229814;4,560675;62,15315678
2019-07-09;12579,10762;815561;66020895,94;2,444405855;3,945285;62,1583076
2019-07-10;12106,78293;802293;58125055,93;3,325027585;3,30471;36,32278978
2019-07-11;11294,67803;778056;58125055,93;2,772819414;3,304345;40,16520873
2019-07-12;11813,32372;899488;73895419,95;2,159205594;4,20042;52,05318637
2019-07-13;11346,83715;645726;63532037,88;1,640862716;3,610945;69,8638164
2019-07-14;10283,07579;592612;65334365,2;1,389895925;3,71278;72,24047693
2019-07-15;10926,38027;757007;65784947,03;1,997890322;3,737965;60,42990639
2019-07-16;9471,140865;794106;72994256,29;1,665651395;4,147495;55,74748725
2019-07-17;9674,882461;739298;59927383,25;1,912741456;3,40472;49,86995289
2019-07-18;10679,89069;740918;54520401,3;2,457711545;3,097025;51,51367577
2019-07-19;10532,20273;732618;53168655,82;2,455965904;3,02001;46,679721
2019-07-20;10862,64855;702633;79752983,72;1,68609752;4,52965;100,3851824
2019-07-21;10589,70649;558672;67136692,51;1,414676447;3,81279;109,7618705
2019-07-22;10318,56093;708667;71191928,97;1,725911116;4,042375;86,58969278
2019-07-23;9866,64894;702928;64200324,94;1,59860701;3,658395;79,49783941
2019-07-24;9792,787537;733358;62282811,35;1,660159699;3,55583;58,24890063
2019-07-25;9897,186786;764542;67211666,92;1,656100949;3,836515;77,3801731
2019-07-26;9836,696788;750605;74380911,39;1,414969949;4,245315;81,89054222
2019-07-27;9446,672052;587410;68107822,48;1,093890272;3,886885;106,8804213
2019-07-28;9529,788792;521206;78413611,41;0,920464047;4,474535;152,6032051
2019-07-29;9504,158916;738306;75277066,95;1,137366276;4,294955;26,82669335
2019-07-30;9589,109206;737831;63627044,68;1,794687379;3,629925;76,21652925
2019-07-31;10059,00402;786236;76621300,29;1,480379894;4,370875;84,59078304
2019-08-01;10400,30701;752575;63627044,68;1,432385676;3,629195;91,20643354
2019-08-02;10529,69445;775949;75725144,73;1,342640137;4,31868;77,63757455
2019-08-03;10810,42167;612854;77517455,85;0,890437128;4,420515;131,1904461
2019-08-04;10986,50893;583300;74828989,17;0,725086192;4,266485;148,7547367
2019-08-05;11790,02394;807955;70546861,82;1,478418921;3,65292;56,00470252
2019-08-06;11423,497;850550;79916269,03;1,419836253;4,112455;63,20381946
2019-08-07;11967,27355;819832;75945274,3;2,368850049;3,90769;74,6650716
2019-08-08;11938,23461;815367;70485156,54;2,442276522;3,626275;81,37556978
2019-08-09;11858,3411;749568;72967028,25;2,272245427;3,75366;85,01368249
2019-08-10;11303,73056;596821;74952525,62;1,450648766;3,855495;117,6867396
2019-08-11;11530,19524;550565;75945274,3;1,282617429;3,90623;140,5025353
2019-08-12;11384,69625;660039;66017787,46;1,991870201;3,39523;87,62109519
2019-08-13;10867,05476;873566;77930771,67;2,174034856;4,007335;70,82631205
2019-08-14;10024,37959;750768;75448899,96;1,609771588;3,87922;65,70883534
2019-08-15;10310,08587;701215;77930771,67;1,566340703;4,006605;73,04281978
2019-08-16;10373,3219;706459;72967028,25;1,65061099;3,751105;77,71423009
2019-08-17;10207,15556;565674;63535915,75;1,230528675;3,265655;67,63243117
2019-08-18;10331,30998;526730;62789407,42;1,088621295;3,214555;96,08564101
2019-08-19;10884,62977;711022;82514504,79;1,380638272;4,15808;85,30257661
2019-08-20;10771,39238;743636;77452265,23;1,521788001;3,90258;91,20603898
2019-08-21;10096,83022;784357;68846457,98;1,717695256;3,468595;89,98526212
2019-08-22;10119,71452;808723;71377577,76;1,678664877;3,595615;104,2293622
2019-08-23;10414,14417;791057;77452265,23;1,257564288;3,901485;68,11900995
2019-08-24;10147,08715;700721;80995832,92;0,9981514;4,07924;123,5695765
2019-08-25;10100,35678;513916;78464713,14;0,750121991;3,95149;150,0799986
2019-08-26;10362,64347;759470;69352681,94;1,09172853;3,49232;76,24964663
2019-08-27;10168,22157;726784;68340234,03;1,062238745;3,440855;87,95355775
2019-08-28;9724,799978;705437;76439817,32;0,963808565;3,848195;91,53842255
2019-08-29;9482,311735;735396;83526952,7;0,924446224;4,2048;65,43778052
2019-08-30;9577,678823;734849;80995832,92;0,939732896;4,076685;77,29487263
2019-08-31;9605,024461;596235;84033176,66;0,677743549;4,229255;128,2534845
2019-09-01;9762,936557;574358;76105398,33;0,692265441;3,6427;121,5911029
2019-09-02;10377,33838;728155;79786349,93;0,906270129;3,79527;82,7742793
2019-09-03;10618,78151;799532;87818532,81;1,110066398;4,176695;72,48141081
2019-09-04;10577,24108;750620;72825124,77;1,224294112;3,463485;73,16940756
2019-09-05;10580,1847;744004;88354011,67;1,099764196;4,201515;72,43924611
2019-09-06;10330,84973;775304;84605659,66;1,056946946;4,022665;51,14130452
2019-09-07;10494,50696;617013;80321828,79;0,897562373;3,81863;107,261372
2019-09-08;10407,26566;567664;94779757,97;0,782039418;4,50556;120,0692787
2019-09-09;10332,46444;769573;78179913,36;1,0731423;3,716065;75,2493512
2019-09-10;10085,95192;807975;97457152,27;1,114147976;4,63185;67,12464824
2019-09-11;10142,14806;783950;98528109,98;1,046995532;4,681855;82,46296972
2019-09-12;10403,35997;757805;84605659,66;0,90137407;4,02011;76,50600752
2019-09-13;10345,33875;759154;81990003,48;0,925216353;3,816075;100,5552473
2019-09-14;10363,4529;652357;91618125,63;0,72391004;3,94273;129,4628142
2019-09-15;10306,16967;554317;86889448,17;0,685700261;3,73906;140,1785284
2019-09-16;10257,82276;779631;96346803,08;0,867478984;4,145305;75,1290088
2019-09-17;10195,61118;777701;87480532,86;1,026072145;3,763515;76,01181972
2019-09-18;10161,31887;855706;102848734,6;0,955603999;4,424165;70,1555675
2019-09-19;10268,39263;733322;87480532,86;1,083161699;3,762785;80,05039175
2019-09-20;10170,12512;742828;89253786,9;0,953484833;3,838705;66,56427311
2019-09-21;9986,406108;625288;98120057,12;0,691262867;4,2194;94,13464828
2019-09-22;10047,01347;606415;98120057,12;0,664697707;4,219035;137,9246178
2019-09-23;9692,741048;735518;67383653,69;1,07236472;2,897005;100,9770939
2019-09-24;8613,671249;840208;92800294,99;0,956626998;3,98945;41,69088816
2019-09-25;8424,157646;783948;92209210,31;1,015596608;3,963535;50,80591313
2019-09-26;8091,695299;739854;102371762;0,745852054;4,34423;68,5357187
2019-09-27;8186,779639;714047;83726816,32;0,918962904;3,353255;75,49724138
2019-09-28;8201,979013;619808;100852756;0,600723974;4,03836;114,4359026
2019-09-29;8064,508062;564381;86263992,57;0,592347826;3,453995;126,5772716
2019-09-30;8282,365454;750859;82458228,19;1,129750911;3,301425;80,50457804
2019-10-01;8314,55139;750562;90704051,01;1,174252653;3,63102;74,39160638
2019-10-02;8362,530732;717573;93875521,33;0,945294645;3,757675;89,93228949
2019-10-03;8254,33991;708956;93241227,26;0,961035521;3,73176;94,34206663
2019-10-04;8165,686151;712900;93241227,26;0,664572876;3,731395;93,0480243
2019-10-05;8141,633714;636638;100218462;0,475916434;4,010255;128,0892843
2019-10-06;7854,609813;555377;94509815,39;0,47218875;3,7814;162,3724548
2019-10-07;8226,023429;734959;98315579,77;0,616967902;3,93324;82,90803556
2019-10-08;8190,115121;715311;102755638,2;0,678012889;4,11063;88,26049224
2019-10-09;8598,331921;701690;87532580,7;0,839014783;3,50108;74,22317248
2019-10-10;8578,090379;743456;103742972,7;0,829180414;4,109535;78,96065959
2019-10-11;8289,854029;726820;100875176,1;0,664002962;3,956965;85,87623393
2019-10-12;8323,750144;578474;86002553,97;0,573452558;3,37333;147,4622785
2019-10-13;8291,250651;555407;91822275,67;0,476660185;3,60109;170,5257652
2019-10-14;8346,368437;694167;87295825,46;0,661758959;3,423335;45,30893707
2019-10-15;8160,712628;712296;98935268,85;0,625382272;3,87922;84,39264005
2019-10-16;8003,855923;733220;92468911,41;0,6840492;3,625545;88,69407392
2019-10-17;8072,489382;730671;96995361,62;0,616765859;3,80257;73,62180242
2019-10-18;7959,331994;673650;103461719,1;0,583711702;4,055515;83,6372951
2019-10-19;7948,477337;643714;91822275,67;0,480413781;3,5989;152,3397225
2019-10-20;8213,709039;546144;94408818,64;0,447251318;3,700005;165,8789154
2019-10-21;8211,654559;749935;102815083,3;0,485684275;4,02887;87,5768908
2019-10-22;8029,205373;732596;109281440,8;0,518365886;4,281815;93,15423639
2019-10-23;7458,035857;736263;109314233,4;0,669652222;4,2559;61,55418383
2019-10-24;7454,371138;719988;90520752,86;0,7222023;3,36895;58,03314617
2019-10-25;8656,655178;786680;93923788,68;0,955773898;3,49524;58,82090104
2019-10-26;9249,646761;761194;95285003,01;1,447812296;3,54561;67,89180644
2019-10-27;9558,156044;598714;78269823,9;1,245445622;2,912335;110,4050533
2019-10-28;9319,178142;753434;91201360,02;1,176620703;3,39304;55,90977412
2019-10-29;9431,207124;728736;90520752,86;1,058614004;3,36749;73,81325729
2019-10-30;9182,855065;711325;91201360,02;0,982552822;3,392675;88,16518529
2019-10-31;9155,277299;721957;89840145,69;1,114864529;3,341575;62,14126395
2019-11-01;9251,381293;790414;88478931,37;1,167010556;3,290475;49,47219181
2019-11-02;9300,190838;634816;91201360,02;0,892060065;3,39158;101,9190741
2019-11-03;9209,638696;610943;93923788,68;0,81880404;3,49232;115,504121
2019-11-04;9418,360131;757129;89840145,69;1,478298193;3,34048;71,5611397
2019-11-05;9330,787223;782184;98007431,67;1,21232698;3,643795;58,17000136
2019-11-06;9354,933382;831199;89840145,69;1,158164062;3,33975;71,32798349
2019-11-07;9210,748222;799136;91495629;1,129070719;3,415305;68,66505576
2019-11-08;8791,333935;728522;80936306,12;1,161995085;3,237915;58,52303614
2019-11-09;8810,784562;709807;91053344,38;0,830991959;3,642335;92,37730768
2019-11-10;9042,890723;594556;104964272;0,718636031;4,19823;160,0810015
2019-11-11;8713,20793;704180;95479548,62;0,790194386;3,81863;106,2644586
