Cryptocurrency
38.949999999999996
50.349999999999994
71.25
86.45
77.89999999999999
67.45
60.97
60.97
54.6
64.61
75.53
47.32
40.95
40.05
34.71
89.0
87.22
50.730000000000004
34.71
32.93
22.04
22.619999999999997
20.299999999999997
21.459999999999997
19.72
20.299999999999997
19.72
17.16
16.12
17.68
16.64
40.56
48.88
34.32
30.740000000000002
46.11
53.0
32.33
28.62
27.560000000000002
26.5
13.5
12.0
12.0
13.799999999999999
13.799999999999999
12.299999999999999
11.4
12.18
11.6
13.629999999999999
15.079999999999998
11.889999999999999
11.309999999999999
9.28
6.82
6.6
7.26
7.04
17.82
13.86
13.64
13.34
14.26
16.1
20.240000000000002
18.400000000000002
21.39
13.8
16.8
17.28
15.6
21.36
24.0
14.639999999999999
14.639999999999999
19.8
13.4
12.8
11.4
11.600000000000001
10.4
9.8
11.88
13.86
14.52
13.42
16.5
18.7
12.32
12.9
12.6
12.0
10.799999999999999
12.0
10.35
9.299999999999999
10.08
12.0
11.52
10.72
13.120000000000001
13.280000000000001
9.92
12.07
11.05
14.110000000000001
13.430000000000001
13.600000000000001
13.260000000000002
12.920000000000002
11.73
13.260000000000002
15.98
17.0
11.9
11.05
11.05
8.680000000000001
9.520000000000001
10.500000000000002
9.8
10.64
9.940000000000001
10.080000000000002
10.24
12.96
13.280000000000001
11.36
11.040000000000001
16.0
14.08
10.56
12.64
12.16
13.120000000000001
11.36
10.08
8.48
8.19
7.54
8.450000000000001
11.96
9.49
7.54
6.11
6.49
6.93
7.04
6.71
6.38
5.61
6.16
5.4
5.7
5.6000000000000005
6.1000000000000005
5.9
5.2
5.0
11.9
11.48
11.48
14.000000000000002
9.38
8.540000000000001
7.000000000000001
4.84
6.38
6.05
6.93
6.82
8.8
6.16
8.25
6.38
6.2700000000000005
6.93
6.71
8.03
6.2700000000000005
4.5
5.3999999999999995
5.85
4.95
5.67
4.95
4.95
4.88
4.64
5.68
5.12
4.88
4.88
3.92
5.5
7.59
9.790000000000001
11.0
9.24
9.46
6.71
6.1000000000000005
6.6000000000000005
8.1
8.3
7.2
7.2
6.2
4.77
6.029999999999999
5.9399999999999995
5.22
4.77
5.67
3.8699999999999997
4.73
6.38
7.37
9.9
6.6
6.6
7.7
4.73
7.26
11.0
6.93
6.38
6.05
5.94
3.7600000000000002
4.48
4.0
4.4
3.92
4.16
3.52
2.64
3.7600000000000002
4.8
4.0
3.84
3.7600000000000002
5.28
6.4799999999999995
5.3999999999999995
5.85
7.38
8.82
6.569999999999999
7.02
5.5200000000000005
5.28
5.84
6.88
5.76
4.72
4.8
3.68
5.28
5.36
5.12
5.84
8.0
4.72
4.0600000000000005
4.48
4.83
4.9
4.2
4.550000000000001
4.130000000000001
3.8500000000000005
3.9200000000000004
3.99
3.7800000000000002
4.62
3.99
3.5000000000000004
3.36
4.5600000000000005
4.16
4.8
8.0
4.8
3.44
3.1500000000000004
4.69
4.2700000000000005
4.340000000000001
4.9
3.5000000000000004
3.43
2.9400000000000004
4.2700000000000005
3.5000000000000004
3.9200000000000004
3.99
4.340000000000001
3.1500000000000004
2.66
3.7800000000000002
4.0600000000000005
3.2900000000000005
3.43
4.340000000000001
3.0100000000000002
3.5000000000000004
3.7100000000000004
3.8500000000000005
3.5000000000000004
3.6400000000000006
3.5000000000000004
2.8000000000000003
3.6
3.6
4.16
7.12
5.92
4.48
4.08
3.78
8.1
9.0
6.66
3.69
4.77
5.58
7.92
6.75
5.76
6.029999999999999
5.04
7.109999999999999
5.85
3.6
5.04
4.96
4.88
5.6000000000000005
8.0
4.88
3.7100000000000004
4.550000000000001
4.2700000000000005
4.0600000000000005
4.41
4.550000000000001
3.7800000000000002
3.08
4.62
4.0600000000000005
4.970000000000001
5.180000000000001
4.69
3.7800000000000002
