Bitcoin
15.75
20.7
20.7
17.55
20.25
18.0
13.68
14.82
15.58
15.58
19.0
13.68
11.4
15.3
14.280000000000001
33.660000000000004
51.0
31.62
19.38
16.32
12.8
14.4
15.600000000000001
14.0
13.200000000000001
13.200000000000001
10.8
8.049999999999999
9.1
10.85
11.2
18.9
24.849999999999998
17.849999999999998
18.799999999999997
37.599999999999994
47.0
27.729999999999997
23.029999999999998
19.74
15.979999999999999
6.6
7.26
6.16
6.82
6.82
6.38
6.16
5.800000000000001
5.4
6.0
5.6000000000000005
5.2
4.6000000000000005
3.8000000000000003
3.2300000000000004
3.5700000000000003
4.08
3.74
10.71
11.56
11.22
9.860000000000001
10.88
11.9
15.47
13.600000000000001
17.0
10.88
11.39
12.58
11.22
14.96
15.64
14.450000000000001
11.22
11.760000000000002
12.040000000000001
8.540000000000001
10.22
10.22
8.260000000000002
6.44
7.04
11.36
11.68
10.4
12.48
15.52
9.44
13.799999999999999
15.0
14.1
12.45
13.65
13.65
9.6
7.15
10.92
9.88
8.71
11.96
11.83
8.06
7.199999999999999
9.12
8.4
8.64
7.8
8.04
7.319999999999999
7.67
9.620000000000001
11.700000000000001
11.05
9.23
8.19
6.76
4.9
5.800000000000001
7.300000000000001
7.2
7.9
7.300000000000001
7.300000000000001
7.59
11.0
8.36
8.58
7.7
10.56
7.59
6.5
7.6000000000000005
7.1000000000000005
6.800000000000001
6.800000000000001
6.5
5.5
6.1000000000000005
6.2
6.300000000000001
9.4
8.3
6.6000000000000005
5.9
5.49
5.85
6.12
6.12
5.76
4.2299999999999995
4.2299999999999995
3.7600000000000002
3.92
3.7600000000000002
3.92
3.68
3.68
3.6
7.68
12.0
8.64
10.44
9.719999999999999
6.84
6.0
4.7
5.7
5.2
5.2
4.800000000000001
6.4
5.9
7.37
6.71
5.94
6.2700000000000005
5.94
8.58
6.82
5.49
6.75
5.58
5.3999999999999995
5.76
5.22
4.59
4.72
4.4
4.88
4.5600000000000005
4.96
4.72
4.4
5.0
5.7
8.9
8.700000000000001
6.7
6.7
6.0
5.83
7.26
11.0
10.12
8.91
8.58
6.6
6.0
6.800000000000001
6.800000000000001
7.1000000000000005
6.1000000000000005
6.800000000000001
6.6000000000000005
6.6
7.37
7.59
11.0
8.25
8.36
7.7
6.0
6.9
9.9
8.1
6.7
6.4
6.1000000000000005
4.32
5.04
5.12
5.68
5.04
5.04
4.88
3.5000000000000004
4.130000000000001
4.970000000000001
4.2700000000000005
3.8500000000000005
3.7800000000000002
4.2
5.67
5.31
5.67
7.109999999999999
9.0
6.4799999999999995
5.67
4.8
4.96
5.36
5.68
5.6000000000000005
4.48
4.32
3.6400000000000006
4.0600000000000005
3.7800000000000002
4.130000000000001
3.99
4.2700000000000005
3.99
3.7800000000000002
4.0600000000000005
3.8500000000000005
4.130000000000001
3.7800000000000002
3.8500000000000005
3.5000000000000004
2.88
4.14
4.26
4.02
4.14
3.96
3.84
4.0600000000000005
4.48
4.760000000000001
5.11
7.000000000000001
5.670000000000001
4.550000000000001
3.7199999999999998
4.859999999999999
4.62
4.08
4.08
4.02
3.7199999999999998
2.9000000000000004
3.2
3.45
3.4000000000000004
3.25
3.25
2.9000000000000004
2.4000000000000004
3.45
3.6500000000000004
3.5
1.6500000000000001
1.6
1.4500000000000002
1.6
1.6500000000000001
1.6500000000000001
1.4500000000000002
1.55
1.55
1.35
2.08
2.32
2.4
4.4
4.8
3.44
3.04
3.96
7.15
11.0
8.91
5.06
5.28
5.5
10.32
10.08
9.6
8.4
6.359999999999999
6.12
6.6
4.6000000000000005
6.7
6.6000000000000005
5.9
6.7
10.0
6.6000000000000005
5.13
5.3999999999999995
5.31
5.04
6.029999999999999
7.109999999999999
5.49
5.5
6.9
6.6000000000000005
7.0
7.4
6.800000000000001
5.2
4.32
5.28
4.96
4.72
4.5600000000000005
4.32
3.92
3.1500000000000004
3.3600000000000003
6.23
6.790000000000001
6.720000000000001
7.000000000000001
5.74
5.95
6.44
6.16
6.0200000000000005
7.000000000000001
6.23
5.95
5.279999999999999
5.34
5.279999999999999
4.92
4.92
4.56
4.32
3.5500000000000003
3.5500000000000003
3.85
3.95
3.5
3.9000000000000004
3.4000000000000004
3.7
4.15
4.0
3.8000000000000003
3.7
3.2
3.0
3.7199999999999998
3.96
4.9799999999999995
4.62
4.2
4.68
4.38
3.35
3.4000000000000004
3.35
3.0
3.45
3.2
2.95
3.3
4.859999999999999
5.1
4.8
4.68
4.14
4.859999999999999
6.0
4.92
3.84
4.08
4.02
5.1
4.74
4.1000000000000005
4.3500000000000005
4.75
4.6000000000000005
4.55
4.3
4.45
4.0
4.4
4.5
4.15
3.6500000000000004
4.0
4.4
3.85
4.75
4.45
4.75
4.9
5.0
4.5
3.75
4.05
4.05
4.3500000000000005
4.15
4.65
4.25
8.03
3.63
9.02
11.0
5.94
4.51
4.73
3.2
3.7600000000000002
3.36
3.6
3.12
3.12
2.88
2.31
2.5900000000000003
2.5900000000000003
2.7300000000000004
2.66
2.45
2.5200000000000005
2.8000000000000003
3.04
3.84
3.2
3.2
3.2800000000000002
2.8000000000000003
2.04
1.98
1.92
1.74
1.74
2.16
2.16
3.2399999999999998
2.88
3.2399999999999998
3.33
3.78
4.2299999999999995
7.02
11.4
13.35
15.0
13.049999999999999
10.95
11.7
7.35
6.82
7.59
5.83
5.61
5.28
5.17
4.84
5.76
8.16
7.199999999999999
6.24
7.68
6.359999999999999
3.0
2.3000000000000003
2.2
2.8000000000000003
2.1
2.0
2.2
1.8
1.53
1.6199999999999999
1.71
1.7999999999999998
1.7999999999999998
1.7999999999999998
1.98
4.340000000000001
4.62
4.340000000000001
3.6400000000000006
4.0600000000000005
4.9
9.520000000000001
9.66
10.58
11.96
23.0
18.630000000000003
13.8
8.05
4.55
12.48
13.0
10.27
8.97
8.58
6.890000000000001
7.280000000000001
9.520000000000001
11.48
12.46
11.760000000000002
10.64
7.98
8.19
11.18
11.31
12.09
9.620000000000001
7.41
6.24
5.0
5.1000000000000005
5.7
5.9
5.300000000000001
4.9
5.300000000000001
3.8699999999999997
4.32
4.41
4.32
4.95
5.13
5.13
5.5
11.0
8.58
7.7
6.93
6.2700000000000005
6.05
4.59
4.59
4.77
5.85
6.029999999999999
4.859999999999999
4.41
3.7600000000000002
4.0
4.0
4.0
4.16
4.16
3.92
3.0100000000000002
3.3600000000000003
3.08
3.6400000000000006
3.6400000000000006
3.08
2.87
3.7600000000000002
4.4
4.88
4.4
4.16
4.24
4.24
2.88
3.06
3.06
3.0
3.0
2.82
2.6999999999999997
2.6999999999999997
3.0
